pid|creator_email|project_name|tag|project_date|day_of_week|start_time|end_time|curr_capacity|goal_capacity|city|state|description,,
"|""""|dis|nisl|01/17/2016|monday|17|12|0|25|Bear|DE|""""",,
"|""""|Mauris|sed","|08/07/2016|tuesday|13|18|0|10|Duluth|MN|""""",
"|""""|velit|rhoncus.|01/28/2016|sunday|16|19|0|50|Saint Louis|MO|""""",,
"|""""|aliquet|ultrices.|02/23/2019|wednesday|13|17|0|25|Fayetteville|AR|""""",,
"|""""|Aenean|ac|11/20/2016|monday|12|14|0|5|Juneau|AK|""""",,
"|""""|sociis|malesuada|08/28/2018|sunday|12|15|0|25|Tampa|FL|""""",,
"|""""|lorem",|a,"|09/12/2016|wednesday|8|17|0|50|Fort Collins|CO|"""""
"|""""|ac|parturient|07/19/2018|saturday|8|20|0|50|Sterling Heights|MI|""""",,
"|""""|mi|augue|05/02/2018|saturday|17|13|0|50|Boise|ID|""""",,
"|""""|amet|Phasellus|01/05/2018|wednesday|18|15|0|10|Austin|TX|""""",,
"|""""|orci|lorem|03/10/2016|friday|16|18|0|50|Fayetteville|AR|""""",,
"|""""|semper","|justo.|06/24/2017|monday|8|15|0|10|Flint|MI|""""",
"|""""|nulla|in|06/10/2018|monday|12|15|0|50|Cambridge|MA|""""",,
"|""""|nunc|sociosqu|10/11/2016|thursday|15|21|0|50|Little Rock|AR|""""",,
"|""""|vel","|molestie.|09/24/2018|tuesday|9|14|0|10|Austin|TX|""""",
"|""""|Aliquam|enim","|07/14/2017|wednesday|18|11|0|50|Orlando|FL|""""",
"|""""|nec|elit.|01/23/2017|sunday|10|16|0|5|Memphis|TN|""""",,
"|""""|imperdiet|montes","|06/20/2017|thursday|20|14|0|25|Richmond|VA|""""",
"|""""|nisi|malesuada|06/13/2017|wednesday|9|22|0|5|Wilmington|DE|""""",,
"|""""|sit|semper|10/21/2018|tuesday|8|22|0|50|Broken Arrow|OK|""""",,
"|""""|scelerisque",|nec,"|10/13/2018|sunday|10|14|0|25|Saint Paul|MN|"""""
"|""""|nunc|ligula.|11/06/2017|sunday|18|13|0|5|Independence|MO|""""",,
"|""""|ullamcorper","|adipiscing|05/09/2016|friday|17|10|0|50|Clarksville|TN|""""",
"|""""|Phasellus|at","|12/01/2016|tuesday|11|12|0|5|Casper|WY|""""",
"|""""|elit.|consectetuer|03/16/2016|monday|14|13|0|5|Green Bay|WI|""""",,
"|""""|pellentesque|a","|01/13/2016|tuesday|14|16|0|10|Saint Paul|MN|""""",
"|""""|ante.|adipiscing|01/28/2019|monday|17|11|0|10|Grand Rapids|MI|""""",,
"|""""|id","|tellus.|09/12/2017|friday|16|19|0|50|Eugene|OR|""""",
"|""""|eu","|non|03/16/2017|friday|14|17|0|5|Tampa|FL|""""",
"|""""|Maecenas|sit|10/27/2016|friday|11|12|0|25|Waterbury|CT|""""",,
"|""""|lorem|est|11/03/2017|saturday|10|15|0|10|Athens|GA|""""",,
"|""""|arcu.|nibh.|02/02/2018|thursday|12|12|0|10|Madison|WI|""""",,
"|""""|mauris|tellus|10/04/2018|sunday|17|14|0|10|Nampa|ID|""""",,
"|""""|diam|Phasellus|05/29/2016|monday|18|10|0|10|Duluth|MN|""""",,
"|""""|Sed|ipsum.|05/02/2018|thursday|16|16|0|50|San Antonio|TX|""""",,
"|""""|ipsum|augue|10/04/2017|wednesday|11|21|0|50|Shreveport|LA|""""",,
"|""""|Donec|eget","|06/17/2018|sunday|19|14|0|50|Springfield|MA|""""",
"|""""|cursus|at|05/11/2017|thursday|18|11|0|25|Bozeman|MT|""""",,
"|""""|dolor|at","|06/11/2017|monday|11|14|0|10|Lowell|MA|""""",
"|""""|nunc|Phasellus|10/07/2018|tuesday|12|12|0|5|Rochester|MN|""""",,
"|""""|ac|dignissim|01/17/2019|tuesday|10|18|0|10|Chattanooga|TN|""""",,
"|""""|mattis|diam|05/18/2018|thursday|17|21|0|10|New Orleans|LA|""""",,
"|""""|enim",|ut,"|09/11/2018|monday|17|14|0|25|Clarksville|TN|"""""
"|""""|fringilla|malesuada|08/31/2018|sunday|16|12|0|5|Nashville|TN|""""",,
"|""""|fringilla","|dignissim|04/13/2018|sunday|14|21|0|5|Mobile|AL|""""",
"|""""|dolor|nunc.|08/07/2016|saturday|13|22|0|25|Norman|OK|""""",,
"|""""|euismod|velit.|07/08/2018|saturday|12|12|0|50|Fayetteville|AR|""""",,
"|""""|vitae","|porttitor|06/26/2017|wednesday|17|12|0|25|Madison|WI|""""",
"|""""|netus|Duis|01/22/2017|thursday|9|14|0|10|Louisville|KY|""""",,
"|""""|amet","|neque.|09/04/2018|friday|16|11|0|5|West Jordan|UT|""""",
"|""""|malesuada|Aenean|06/22/2017|sunday|14|19|0|5|Grand Island|NE|""""",,
"|""""|In|vestibulum|02/10/2016|tuesday|10|15|0|5|South Portland|ME|""""",,
"|""""|nulla|orci|11/02/2018|thursday|8|9|0|10|Rochester|MN|""""",,
"|""""|quis|quis|04/08/2018|saturday|20|16|0|25|Gulfport|MS|""""",,
"|""""|mollis|a|07/16/2017|sunday|18|19|0|25|Birmingham|AL|""""",,
"|""""|mollis|ut|11/28/2016|monday|12|17|0|50|Frederick|MD|""""",,
"|""""|lacus.|amet|08/22/2018|tuesday|18|17|0|50|Chandler|AZ|""""",,
"|""""|Fusce|erat|08/22/2016|thursday|14|10|0|50|Chesapeake|VA|""""",,
"|""""|Etiam|erat|10/03/2017|saturday|15|22|0|50|Seattle|WA|""""",,
"|""""|molestie|arcu.|03/14/2019|wednesday|19|16|0|25|Tuscaloosa|AL|""""",,
"|""""|vitae|dolor|10/07/2016|wednesday|9|22|0|50|Lawton|OK|""""",,
"|""""|quam.|dolor|01/07/2016|sunday|10|17|0|5|Grand Island|NE|""""",,
"|""""|in|ut|09/18/2016|tuesday|14|17|0|50|Saint Paul|MN|""""",,
"|""""|Class|lobortis|03/31/2018|monday|14|17|0|10|Portland|OR|""""",,
"|""""|lectus|neque|07/01/2016|saturday|9|18|0|25|Naperville|IL|""""",,
"|""""|Nam|tortor.|01/03/2018|monday|13|11|0|5|Tallahassee|FL|""""",,
"|""""|luctus|vel","|05/25/2016|saturday|10|13|0|10|Jackson|MS|""""",
"|""""|purus|Duis|03/22/2018|sunday|12|19|0|25|Tacoma|WA|""""",,
"|""""|pede.|Donec|06/30/2017|sunday|8|14|0|50|Columbia|MD|""""",,
"|""""|ac|elit.|07/14/2016|saturday|12|11|0|50|Rochester|MN|""""",,
"|""""|tempor|purus|12/14/2016|thursday|14|11|0|5|San Antonio|TX|""""",,
"|""""|Morbi|scelerisque|08/02/2018|thursday|15|9|0|10|Norman|OK|""""",,
"|""""|eu|arcu|01/04/2019|thursday|14|12|0|10|Cambridge|MA|""""",,
"|""""|ac|varius|05/27/2017|friday|16|13|0|50|Savannah|GA|""""",,
"|""""|at",|purus,"|03/18/2017|friday|9|15|0|50|Lexington|KY|"""""
"|""""|semper|a|09/18/2016|saturday|12|18|0|10|Tampa|FL|""""",,
"|""""|imperdiet|sed","|02/27/2019|tuesday|11|22|0|5|Davenport|IA|""""",
"|""""|dictum|Ut|02/03/2019|saturday|13|19|0|5|Dallas|TX|""""",,
"|""""|ut|tincidunt|12/07/2018|thursday|14|10|0|50|Nashville|TN|""""",,
"|""""|Nullam|purus","|11/05/2018|friday|14|12|0|25|Austin|TX|""""",
"|""""|facilisis.|lorem|02/15/2017|saturday|20|22|0|50|Southaven|MS|""""",,
"|""""|Curabitur|sit|01/03/2017|tuesday|11|14|0|25|Burlington|VT|""""",,
"|""""|vestibulum|porta|10/08/2016|monday|20|10|0|50|Chicago|IL|""""",,
"|""""|interdum.|nulla|04/23/2016|tuesday|19|22|0|10|Gulfport|MS|""""",,
"|""""|auctor|sem|12/19/2016|wednesday|8|22|0|50|Gulfport|MS|""""",,
"|""""|sapien|nulla|04/16/2018|thursday|14|14|0|25|Honolulu|HI|""""",,
"|""""|nec|Quisque|06/13/2016|monday|12|13|0|50|Erie|PA|""""",,
"|""""|eget|orci|01/31/2017|thursday|9|13|0|50|Bridgeport|CT|""""",,
"|""""|Suspendisse|tellus","|07/28/2016|monday|19|13|0|25|Kailua|HI|""""",
"|""""|arcu|ornare|08/30/2017|friday|9|19|0|10|Nampa|ID|""""",,
"|""""|id","|justo|07/23/2016|sunday|19|10|0|25|Warren|MI|""""",
"|""""|magna|In|04/03/2017|saturday|19|14|0|25|Cincinnati|OH|""""",,
"|""""|eleifend","|dictum|07/23/2018|friday|17|12|0|5|West Valley City|UT|""""",
"|""""|eget|pellentesque|11/26/2017|tuesday|15|20|0|50|Eugene|OR|""""",,
"|""""|ut|a|06/14/2017|thursday|20|20|0|25|Butte|MT|""""",,
"|""""|mattis|Vivamus|04/28/2018|saturday|11|21|0|5|Covington|KY|""""",,
"|""""|magna.|lacus.|08/27/2016|sunday|18|9|0|50|Newark|DE|""""",,
"|""""|commodo|imperdiet","|02/07/2018|tuesday|16|9|0|10|Kaneohe|HI|""""",
"|""""|Suspendisse|semper|10/16/2018|saturday|17|20|0|50|College|AK|""""",,
"|""""|pulvinar|facilisis|09/22/2018|thursday|10|11|0|50|Tallahassee|FL|""""",,
"|""""|tempor|Quisque|03/11/2016|wednesday|11|16|0|25|Kailua|HI|""""",,
"|""""|ut|taciti|10/22/2017|wednesday|15|17|0|5|Tulsa|OK|""""",,
"|""""|arcu.|sociosqu|05/13/2018|tuesday|17|22|0|5|South Burlington|VT|""""",,
"|""""|blandit|in","|11/27/2018|monday|8|15|0|5|Frankfort|KY|""""",
"|""""|Fusce|et|01/29/2019|sunday|12|9|0|5|Little Rock|AR|""""",,
"|""""|magna.|tortor|01/13/2017|sunday|11|21|0|50|Des Moines|IA|""""",,
"|""""|Cras|felis|04/22/2016|friday|8|21|0|10|Springdale|AR|""""",,
"|""""|Donec|Phasellus|10/20/2017|monday|15|16|0|5|Richmond|VA|""""",,
"|""""|lobortis.|leo.|09/03/2017|sunday|20|16|0|25|Little Rock|AR|""""",,
"|""""|molestie|Cras|07/31/2016|sunday|13|22|0|25|Bozeman|MT|""""",,
"|""""|nascetur|eget|01/05/2016|thursday|20|11|0|10|Rockford|IL|""""",,
"|""""|felis|blandit|07/08/2017|saturday|18|12|0|10|College|AK|""""",,
"|""""|auctor|consequat|03/07/2016|tuesday|16|15|0|5|Springfield|MO|""""",,
"|""""|pede.|non|01/26/2019|friday|17|12|0|50|Kansas City|KS|""""",,
"|""""|lorem|Donec|06/06/2018|tuesday|16|11|0|25|Fresno|CA|""""",,
"|""""|nisi.|neque.|04/22/2018|saturday|8|18|0|25|Racine|WI|""""",,
"|""""|sem","|massa.|08/03/2016|tuesday|10|16|0|25|Fayetteville|AR|""""",
"|""""|feugiat|dolor|06/19/2016|thursday|16|12|0|10|Waterbury|CT|""""",,
"|""""|pharetra|fringilla|09/21/2017|tuesday|11|14|0|50|Athens|GA|""""",,
"|""""|mattis.|Cras|03/23/2019|friday|18|12|0|5|Lafayette|LA|""""",,
"|""""|adipiscing|libero.|07/10/2017|monday|18|13|0|50|Huntsville|AL|""""",,
"|""""|egestas|arcu|05/21/2018|monday|15|9|0|25|Owensboro|KY|""""",,
"|""""|elit|egestas.|01/23/2016|monday|8|18|0|50|Tucson|AZ|""""",,
"|""""|Aliquam|auctor","|03/14/2017|monday|13|13|0|25|Dallas|TX|""""",
"|""""|quam|nulla|02/07/2016|tuesday|16|9|0|50|St. Petersburg|FL|""""",,
"|""""|natoque|cursus|03/24/2017|friday|11|12|0|25|Denver|CO|""""",,
"|""""|vel","|nibh|05/07/2016|sunday|16|13|0|25|Olathe|KS|""""",
"|""""|tempor|Duis|12/20/2016|monday|19|19|0|25|Chicago|IL|""""",,
"|""""|neque.|nonummy|08/03/2016|tuesday|18|22|0|25|Erie|PA|""""",,
"|""""|nunc|mauris|05/19/2017|sunday|15|22|0|25|Naperville|IL|""""",,
"|""""|blandit|Quisque|01/29/2019|friday|20|19|0|10|Kenosha|WI|""""",,
"|""""|ut|et|05/10/2018|thursday|14|13|0|25|Mobile|AL|""""",,
"|""""|a|non","|12/18/2018|wednesday|16|14|0|50|Chandler|AZ|""""",
"|""""|Quisque|et","|11/25/2016|sunday|14|21|0|10|Miami|FL|""""",
"|""""|congue","|enim.|09/20/2018|sunday|16|14|0|5|Seattle|WA|""""",
"|""""|orci|Nam|01/06/2016|tuesday|8|21|0|25|Milwaukee|WI|""""",,
"|""""|quis|dapibus|09/12/2017|friday|10|12|0|25|Meridian|ID|""""",,
"|""""|turpis|tempor|09/26/2016|friday|18|15|0|10|Warren|MI|""""",,
"|""""|malesuada|velit|05/24/2016|wednesday|18|12|0|5|New Haven|CT|""""",,
"|""""|penatibus|Mauris|08/12/2017|wednesday|15|22|0|10|Athens|GA|""""",,
"|""""|velit.|mauris|04/22/2017|friday|18|15|0|10|Bellevue|NE|""""",,
"|""""|pellentesque|consequat|05/19/2018|sunday|14|13|0|50|Provo|UT|""""",,
"|""""|feugiat|eu|05/02/2016|friday|11|17|0|50|Chicago|IL|""""",,
"|""""|luctus|sodales.|05/29/2016|tuesday|9|9|0|25|Rockville|MD|""""",,
"|""""|pede.|leo.|03/01/2016|tuesday|9|9|0|50|Olympia|WA|""""",,
"|""""|ac|lorem|07/05/2017|monday|11|19|0|25|Houston|TX|""""",,
"|""""|sed","|eros|07/18/2017|thursday|12|14|0|50|Richmond|VA|""""",
"|""""|tristique|Aliquam|12/10/2016|saturday|9|9|0|5|Sandy|UT|""""",,
"|""""|at","|ultrices|03/31/2017|friday|12|12|0|5|Portland|ME|""""",
"|""""|bibendum|risus.|12/24/2017|monday|14|11|0|50|Cincinnati|OH|""""",,
"|""""|Suspendisse|orci|05/11/2017|saturday|20|9|0|5|Frederick|MD|""""",,
"|""""|Aliquam|imperdiet","|02/15/2019|saturday|12|22|0|50|Kearney|NE|""""",
"|""""|Curabitur|Cras|06/10/2016|saturday|11|13|0|25|Honolulu|HI|""""",,
"|""""|primis|elit.|05/28/2017|tuesday|13|12|0|25|Rochester|MN|""""",,
"|""""|aliquet.|scelerisque|06/13/2018|friday|11|19|0|50|Augusta|ME|""""",,
"|""""|cursus|dictum|01/10/2016|friday|8|9|0|5|Wilmington|DE|""""",,
"|""""|tincidunt|tincidunt","|12/07/2018|tuesday|13|17|0|50|Grand Rapids|MI|""""",
"|""""|amet",|et,"|07/13/2018|saturday|8|11|0|5|Covington|KY|"""""
"|""""|adipiscing|gravida.|11/21/2017|friday|13|11|0|25|Lowell|MA|""""",,
"|""""|elit","|neque|07/13/2017|monday|16|14|0|5|Gulfport|MS|""""",
"|""""|Sed|rutrum|11/07/2018|tuesday|19|22|0|5|Helena|MT|""""",,
"|""""|augue|libero|02/13/2019|thursday|9|22|0|50|Lincoln|NE|""""",,
"|""""|tincidunt|Aliquam|01/21/2019|friday|13|22|0|25|Orlando|FL|""""",,
"|""""|eu|massa|09/05/2016|monday|20|22|0|10|Meridian|ID|""""",,
"|""""|dis|accumsan|07/27/2017|sunday|12|18|0|25|Little Rock|AR|""""",,
"|""""|semper|egestas.|01/24/2017|monday|18|16|0|50|Bellevue|NE|""""",,
"|""""|risus.|dis|08/04/2016|sunday|14|10|0|50|Overland Park|KS|""""",,
"|""""|et","|sit|08/07/2018|wednesday|19|20|0|5|Austin|TX|""""",
"|""""|et|imperdiet","|06/06/2018|sunday|11|12|0|10|Erie|PA|""""",
"|""""|arcu|nulla.|11/21/2017|thursday|19|18|0|25|Salt Lake City|UT|""""",,
"|""""|odio.|pellentesque|08/24/2018|thursday|11|9|0|10|Pocatello|ID|""""",,
"|""""|laoreet|Integer|03/18/2017|monday|17|16|0|10|Orlando|FL|""""",,
"|""""|ligula.|egestas.|11/04/2017|thursday|9|9|0|50|Rock Springs|WY|""""",,
"|""""|feugiat|Nam|04/06/2018|monday|15|15|0|5|Bloomington|MN|""""",,
"|""""|orci|auctor|01/21/2017|saturday|16|21|0|50|Gaithersburg|MD|""""",,
"|""""|dictum|et|05/22/2018|thursday|19|21|0|50|Missoula|MT|""""",,
"|""""|nascetur|Cras|03/03/2019|sunday|18|12|0|50|Baton Rouge|LA|""""",,
"|""""|Etiam|leo|02/11/2019|wednesday|8|14|0|50|Frederick|MD|""""",,
"|""""|purus|gravida|08/18/2016|friday|8|19|0|25|Anchorage|AK|""""",,
"|""""|Pellentesque|auctor|09/17/2016|thursday|14|17|0|10|Saint Paul|MN|""""",,
"|""""|mi|mi|06/24/2018|friday|11|15|0|25|Cheyenne|WY|""""",,
"|""""|vel|ultrices|09/03/2018|sunday|14|17|0|25|San Diego|CA|""""",,
"|""""|nascetur|in|10/03/2018|monday|17|21|0|50|Milwaukee|WI|""""",,
"|""""|massa.|Phasellus|10/28/2017|wednesday|12|14|0|50|Ketchikan|AK|""""",,
"|""""|ut|nibh|04/03/2019|monday|18|18|0|50|Lawton|OK|""""",,
"|""""|eu|Integer|05/15/2017|monday|15|11|0|25|Saint Paul|MN|""""",,
"|""""|ultricies|Aliquam|07/19/2018|tuesday|12|9|0|10|Racine|WI|""""",,
"|""""|euismod|Fusce|12/27/2016|friday|11|12|0|10|San Francisco|CA|""""",,
"|""""|auctor|lacus|03/30/2016|wednesday|10|12|0|25|Chesapeake|VA|""""",,
"|""""|Fusce|In|01/02/2017|wednesday|8|17|0|50|Lewiston|ME|""""",,
"|""""|Vivamus|penatibus|07/03/2017|saturday|16|22|0|10|Los Angeles|CA|""""",,
"|""""|eget|ac|12/25/2018|tuesday|10|16|0|25|Biloxi|MS|""""",,
"|""""|elit","|lobortis|03/25/2017|monday|18|19|0|10|Cheyenne|WY|""""",
"|""""|non","|Ut|03/20/2018|wednesday|18|15|0|25|Memphis|TN|""""",
"|""""|augue|Fusce|02/06/2017|wednesday|13|14|0|50|Frederick|MD|""""",,
"|""""|quis|luctus|07/22/2016|sunday|17|22|0|10|Laramie|WY|""""",,
"|""""|fringilla|dignissim.|03/16/2017|friday|18|22|0|25|Bellevue|WA|""""",,
"|""""|vestibulum|Morbi|11/21/2017|tuesday|10|18|0|10|Gaithersburg|MD|""""",,
"|""""|nulla|eu","|11/28/2016|saturday|12|22|0|10|Rockville|MD|""""",
"|""""|semper|a","|09/05/2016|sunday|19|11|0|10|Provo|UT|""""",
"|""""|ullamcorper|Nulla|10/03/2017|wednesday|10|10|0|50|Bangor|ME|""""",,
"|""""|arcu.|erat|02/25/2016|thursday|9|18|0|25|New Haven|CT|""""",,
"|""""|hendrerit|sapien|09/15/2017|wednesday|18|9|0|10|Lawton|OK|""""",,
"|""""|Cras|quam.|07/21/2017|saturday|12|20|0|5|Mesa|AZ|""""",,
"|""""|sit|aptent|06/21/2016|monday|15|14|0|50|Akron|OH|""""",,
"|""""|Nunc|metus|06/02/2017|saturday|15|22|0|10|Green Bay|WI|""""",,
"|""""|placerat",|a,"|05/29/2016|wednesday|16|19|0|5|Olathe|KS|"""""
"|""""|adipiscing|Cum|07/20/2016|sunday|16|20|0|5|Green Bay|WI|""""",,
"|""""|malesuada|Nullam|12/13/2016|thursday|19|14|0|5|Tallahassee|FL|""""",,
"|""""|augue|Cras|02/22/2016|sunday|18|20|0|25|Kansas City|KS|""""",,
"|""""|erat|cubilia|02/20/2018|wednesday|8|21|0|5|Anchorage|AK|""""",,
"|""""|adipiscing|nibh|03/26/2016|thursday|10|9|0|25|Bangor|ME|""""",,
"|""""|elementum|urna.|01/16/2016|friday|16|19|0|25|Sandy|UT|""""",,
"|""""|sollicitudin|lorem","|07/02/2018|tuesday|10|11|0|10|Aurora|CO|""""",
"|""""|Duis|ligula.|07/20/2016|thursday|11|17|0|50|Toledo|OH|""""",,
"|""""|justo.|vitae|07/21/2016|sunday|10|20|0|25|Waterbury|CT|""""",,
"|""""|commodo|dolor|09/28/2016|thursday|18|12|0|5|Portland|ME|""""",,
"|""""|ut","|Ut|03/12/2016|friday|17|11|0|10|Baltimore|MD|""""",
"|""""|tincidunt|natoque|02/23/2019|monday|17|22|0|50|Bozeman|MT|""""",,
"|""""|egestas.|risus.|11/25/2016|wednesday|11|9|0|10|Evansville|IN|""""",,
"|""""|luctus.|Donec|05/05/2016|tuesday|17|16|0|50|Tulsa|OK|""""",,
"|""""|Nunc|morbi|02/17/2017|sunday|12|10|0|25|Joliet|IL|""""",,
"|""""|Nullam|Nunc|12/06/2018|sunday|18|9|0|50|West Valley City|UT|""""",,
"|""""|pharetra|rutrum|03/31/2016|tuesday|14|22|0|5|Chandler|AZ|""""",,
"|""""|tellus|massa.|01/14/2019|sunday|16|17|0|5|Vancouver|WA|""""",,
"|""""|pharetra","|Donec|12/15/2018|wednesday|8|21|0|5|Kailua|HI|""""",
"|""""|ultricies|eget|08/09/2018|monday|16|20|0|10|Omaha|NE|""""",,
"|""""|lobortis|scelerisque","|02/07/2017|friday|20|19|0|5|Eugene|OR|""""",
"|""""|mollis|arcu|02/05/2019|thursday|20|22|0|5|New Haven|CT|""""",,
"|""""|faucibus|odio|09/30/2018|saturday|10|9|0|5|Colorado Springs|CO|""""",,
"|""""|elit.|lectus|02/07/2017|sunday|18|16|0|10|Pittsburgh|PA|""""",,
"|""""|Vivamus|facilisis|07/02/2017|thursday|13|11|0|10|Lewiston|ME|""""",,
"|""""|tellus|vel|08/24/2018|monday|17|9|0|25|Bellevue|NE|""""",,
"|""""|justo.|vel","|08/14/2017|tuesday|10|16|0|25|Burlington|VT|""""",
"|""""|auctor|amet|10/01/2017|monday|16|17|0|5|Louisville|KY|""""",,
"|""""|Praesent|ac|08/21/2017|thursday|12|11|0|50|Saint Louis|MO|""""",,
"|""""|Donec|nec","|10/08/2017|saturday|9|16|0|25|Boise|ID|""""",
"|""""|ipsum|ante|04/19/2017|thursday|18|17|0|50|Olathe|KS|""""",,
"|""""|bibendum|nunc|08/16/2018|thursday|20|20|0|10|Kapolei|HI|""""",,
"|""""|Maecenas|senectus|03/15/2016|thursday|20|21|0|10|Portland|OR|""""",,
"|""""|in|nisl.|04/27/2016|saturday|12|18|0|5|Hartford|CT|""""",,
"|""""|iaculis|molestie|07/04/2018|thursday|12|21|0|5|Southaven|MS|""""",,
"|""""|lectus|fermentum|07/07/2017|monday|19|20|0|50|Phoenix|AZ|""""",,
"|""""|dolor.|Donec|03/23/2018|monday|17|12|0|25|Springfield|MA|""""",,
"|""""|consequat",|placerat,"|08/25/2018|saturday|19|16|0|25|Lowell|MA|"""""
"|""""|sit|sapien.|04/06/2018|thursday|13|18|0|5|Southaven|MS|""""",,
"|""""|non","|Phasellus|07/06/2016|sunday|15|18|0|5|South Portland|ME|""""",
"|""""|molestie|purus.|04/25/2016|saturday|10|13|0|50|Wichita|KS|""""",,
"|""""|ipsum|diam|08/21/2018|tuesday|18|11|0|25|Salt Lake City|UT|""""",,
"|""""|sit|non|03/04/2017|wednesday|11|9|0|10|Chicago|IL|""""",,
"|""""|malesuada|nec|03/14/2017|monday|12|9|0|50|Bellevue|WA|""""",,
"|""""|sagittis|vitae|03/02/2017|monday|16|19|0|5|Cincinnati|OH|""""",,
"|""""|quam|sit|11/18/2018|thursday|8|17|0|25|Spokane|WA|""""",,
"|""""|nisi|Nulla|05/17/2016|sunday|9|17|0|25|Kaneohe|HI|""""",,
"|""""|nibh|Nullam|01/17/2018|thursday|12|15|0|5|Kenosha|WI|""""",,
"|""""|Donec|tempus|01/12/2017|thursday|10|12|0|25|Glendale|AZ|""""",,
"|""""|felis|Class|04/10/2018|sunday|12|15|0|25|Aurora|IL|""""",,
"|""""|in|egestas|02/19/2019|wednesday|12|18|0|25|Montgomery|AL|""""",,
"|""""|metus|et","|05/12/2016|monday|13|12|0|25|Vancouver|WA|""""",
"|""""|amet|Vivamus|10/11/2018|sunday|18|16|0|10|Bear|DE|""""",,
"|""""|nunc|quam.|05/22/2016|monday|11|15|0|10|Jacksonville|FL|""""",,
"|""""|at|eu","|07/10/2016|thursday|20|12|0|10|Columbus|GA|""""",
"|""""|et|Pellentesque|06/10/2017|sunday|20|17|0|25|Biloxi|MS|""""",,
"|""""|mauris.|ipsum|03/23/2019|tuesday|14|20|0|10|Huntsville|AL|""""",,
"|""""|non",|eu,"|09/23/2016|wednesday|17|22|0|25|Fort Wayne|IN|"""""
"|""""|mollis|ante|09/16/2016|wednesday|12|17|0|10|Springfield|MA|""""",,
"|""""|mauris|a|12/08/2017|wednesday|14|18|0|25|Rock Springs|WY|""""",,
"|""""|Sed|sagittis|06/08/2018|monday|15|15|0|50|Salem|OR|""""",,
"|""""|gravida.|eu|11/23/2016|thursday|19|15|0|5|Omaha|NE|""""",,
"|""""|fermentum|sit|05/08/2018|tuesday|18|11|0|5|Gaithersburg|MD|""""",,
"|""""|ridiculus|consectetuer","|10/21/2017|monday|18|9|0|5|Kearney|NE|""""",
"|""""|risus.|quam|04/01/2018|monday|20|22|0|5|Jefferson City|MO|""""",,
"|""""|gravida.|mauris|03/21/2016|thursday|12|21|0|50|Richmond|VA|""""",,
"|""""|sem",|congue,"|05/23/2017|sunday|16|21|0|10|Broken Arrow|OK|"""""
"|""""|Maecenas|a","|11/22/2017|monday|8|10|0|10|Hattiesburg|MS|""""",
"|""""|aliquam|ante","|04/02/2016|wednesday|13|21|0|50|Cleveland|OH|""""",
"|""""|nisi|Integer|10/02/2016|monday|14|20|0|50|Dallas|TX|""""",,
"|""""|dolor","|Fusce|03/19/2016|wednesday|15|21|0|5|Honolulu|HI|""""",
"|""""|at|Cras|07/11/2018|saturday|10|12|0|10|Norman|OK|""""",,
"|""""|sem|convallis|11/07/2018|thursday|14|14|0|25|Wyoming|WY|""""",,
"|""""|eu|id|08/29/2017|saturday|15|13|0|5|Wilmington|DE|""""",,
"|""""|consequat","|mollis|04/20/2017|sunday|15|22|0|50|Broken Arrow|OK|""""",
"|""""|amet|vulputate|08/19/2018|wednesday|16|15|0|5|Indianapolis|IN|""""",,
"|""""|nec|nec|07/24/2018|saturday|17|18|0|10|Mesa|AZ|""""",,
"|""""|Nullam|tristique|12/30/2018|sunday|10|15|0|10|Reno|NV|""""",,
"|""""|montes","|arcu|03/23/2019|thursday|10|10|0|25|Hartford|CT|""""",
"|""""|Sed|Pellentesque|07/02/2018|thursday|19|13|0|25|South Portland|ME|""""",,
"|""""|eu",|purus,"|08/30/2018|friday|14|21|0|5|Kansas City|KS|"""""
"|""""|magnis|mauris.|09/26/2017|tuesday|9|12|0|10|Salt Lake City|UT|""""",,
"|""""|elementum|Proin|03/16/2017|friday|19|15|0|5|Frederick|MD|""""",,
"|""""|vestibulum","|In|08/06/2018|sunday|18|10|0|5|Baltimore|MD|""""",
"|""""|interdum.|luctus|12/31/2018|monday|10|22|0|50|Lowell|MA|""""",,
"|""""|nec","|neque|09/07/2017|sunday|11|9|0|10|Reno|NV|""""",
"|""""|dolor|orci","|02/02/2016|saturday|9|16|0|10|Chattanooga|TN|""""",
"|""""|sed","|fermentum|04/09/2018|thursday|12|13|0|25|Lafayette|LA|""""",
"|""""|Etiam|cursus|02/02/2017|thursday|8|20|0|10|Paradise|NV|""""",,
"|""""|sit|ac|05/14/2017|sunday|14|21|0|25|Sioux City|IA|""""",,
"|""""|luctus|sollicitudin|03/21/2016|friday|10|10|0|25|Auburn|ME|""""",,
"|""""|In|est.|07/20/2018|wednesday|18|15|0|25|Colchester|VT|""""",,
"|""""|purus|tempus|09/01/2018|thursday|8|11|0|5|Worcester|MA|""""",,
"|""""|tellus|a|02/13/2017|monday|10|22|0|10|Dover|DE|""""",,
"|""""|In|lectus","|09/24/2016|monday|12|20|0|50|Gulfport|MS|""""",
"|""""|quis|orci","|01/01/2016|wednesday|11|19|0|25|Sandy|UT|""""",
"|""""|velit|et|03/03/2017|sunday|12|22|0|25|Portland|ME|""""",,
"|""""|ultrices.|magna","|10/16/2017|thursday|19|11|0|10|Richmond|VA|""""",
